palabra,estado,información
γραμματεὺς,pendiente,
γραμματεῖς,pendiente,
γραμματεῦσιν,pendiente,
γραπτὸν,pendiente,
γραφάς,pendiente,
γραφή,pendiente,
γραφήν,pendiente,
γραφαί,pendiente,
γραφαὶ,pendiente,
γραφαῖς,pendiente,
γραφόμενα,pendiente,
γραφὰς,pendiente,
γραφὴ,pendiente,
γραφὴν,pendiente,
γραφῆς,pendiente,
γραφῇ,pendiente,
γραφῶν,pendiente,
γραώδεις,pendiente,
γρηγορήσατε,pendiente,
γρηγορήσῃς,pendiente,
γρηγορεῖτε,pendiente,
γρηγοροῦντας,pendiente,
γρηγοροῦντες,pendiente,
γρηγορῆσαι,pendiente,
γρηγορῇ,pendiente,
γρηγορῶμεν,pendiente,
γρηγορῶν,pendiente,
γυμνασία,pendiente,
γυμνιτεύομεν,pendiente,
γυμνοὶ,pendiente,
γυμνοὺς,pendiente,
γυμνοῦ,pendiente,
γυμνός,pendiente,
γυμνότης,pendiente,
γυμνότητι,pendiente,
γυμνότητός,pendiente,
γυμνὰ,pendiente,
γυμνὴν,pendiente,
γυμνὸν,pendiente,
γυμνὸς,pendiente,
γυνή,pendiente,
γυναικάρια,pendiente,
γυναικί,pendiente,
γυναικείῳ,pendiente,
γυναικός,pendiente,
γυναικὶ,pendiente,
γυναικὸς,pendiente,
γυναικῶν,pendiente,
γυναιξίν,pendiente,
γυναιξὶν,pendiente,
γυναῖκά,pendiente,
γυναῖκές,pendiente,
γυναῖκα,pendiente,
γυναῖκας,pendiente,
γυναῖκες,pendiente,
γυνὴ,pendiente,
γωνίαις,pendiente,
γωνίας,pendiente,
γωνίᾳ,pendiente,
γόητες,pendiente,
γόμον,pendiente,
γόμορρα,pendiente,
γόνασιν,pendiente,
γόνατά,pendiente,
γόνατα,pendiente,
γόνυ,pendiente,
γύμναζε,pendiente,
γύναι,pendiente,
γὰδ,pendiente,
γὰρ,pendiente,
γὼγ,pendiente,
γῆ,pendiente,
γῆν,pendiente,
γῆς,pendiente,
γῇ,pendiente,
δ,pendiente,
δάκνετε,pendiente,
δάκρυον,pendiente,
δάκρυσιν,pendiente,
δάκτυλόν,pendiente,
δάμαρις,pendiente,
δάνειον,pendiente,
δέ,pendiente,
δέδεκται,pendiente,
δέδεμαι,pendiente,
δέδεσαι,pendiente,
δέδεται,pendiente,
δέδοται,pendiente,
δέδωκάς,pendiente,
δέδωκέν,pendiente,
δέδωκα,pendiente,
δέδωκας,pendiente,
δέδωκεν,pendiente,
δέησίς,pendiente,
δέησιν,pendiente,
δέησις,pendiente,
δέκα,pendiente,
δέκατον,pendiente,
δέκατος,pendiente,
δένδρα,pendiente,
δένδρον,pendiente,
δένδρων,pendiente,
δέξαι,pendiente,
δέξασθέ,pendiente,
δέξασθαι,pendiente,
δέξασθε,pendiente,
δέξηται,pendiente,
δέξωνταί,pendiente,
δέξωνται,pendiente,
δέομαί,pendiente,
δέομαι,pendiente,
δέον,pendiente,
δέοντα,pendiente,
δέους,pendiente,
δέρβην,pendiente,
δέρει,pendiente,
δέρεις,pendiente,
δέρμασιν,pendiente,
δέροντες,pendiente,
δέρων,pendiente,
δέσμας,pendiente,
δέσμιοι,pendiente,
δέσμιον,pendiente,
δέσμιος,pendiente,
δέσποτα,pendiente,
δέχεται,pendiente,
δέχηται,pendiente,
δέχονται,pendiente,
δέχωνται,pendiente,
δέῃ,pendiente,
δή,pendiente,
δήμῳ,pendiente,
δήπου,pendiente,
δήσαντες,pendiente,
δήσας,pendiente,
δήσατε,pendiente,
δήσητε,pendiente,
δήσουσιν,pendiente,
δήσῃ,pendiente,
δήσῃς,pendiente,
δία,pendiente,
δίδαξον,pendiente,
δίδασκε,pendiente,
δίδοται,pendiente,
δίδοτε,pendiente,
δίδου,pendiente,
δίδραχμα,pendiente,
δίδυμος,pendiente,
δίδωμι,pendiente,
δίδωσίν,pendiente,
δίδωσιν,pendiente,
δίκαια,pendiente,
δίκαιαι,pendiente,
δίκαιε,pendiente,
δίκαιοι,pendiente,
δίκαιον,pendiente,
δίκαιος,pendiente,
δίκαιόν,pendiente,
δίκαιός,pendiente,
δίκη,pendiente,
δίκην,pendiente,
δίκτυα,pendiente,
δίκτυον,pendiente,
δίς,pendiente,
δίστομον,pendiente,
δίστομος,pendiente,
δίψει,pendiente,
δίψυχοι,pendiente,
δίψυχος,pendiente,
δίωκε,pendiente,
δαίμονες,pendiente,
δαιμονίζεται,pendiente,
δαιμονίοις,pendiente,
δαιμονίου,pendiente,
δαιμονίων,pendiente,
δαιμονιζομένου,pendiente,
δαιμονιζομένους,pendiente,
δαιμονιζομένων,pendiente,
δαιμονιζομένῳ,pendiente,
δαιμονιζόμενοι,pendiente,
δαιμονιζόμενον,pendiente,
δαιμονιζόμενος,pendiente,
δαιμονισθείς,pendiente,
δαιμονισθεὶς,pendiente,
δαιμονιώδης,pendiente,
δαιμόνια,pendiente,
δαιμόνιον,pendiente,
δακρύων,pendiente,
δακτύλιον,pendiente,
δακτύλου,pendiente,
δακτύλους,pendiente,
δακτύλων,pendiente,
δακτύλῳ,pendiente,
δαλμανουθά,pendiente,
δαλματίαν,pendiente,
δαμάζεται,pendiente,
δαμάλεως,pendiente,
δαμάσαι,pendiente,
δαμασκηνῶν,pendiente,
δαμασκόν,pendiente,
δαμασκὸν,pendiente,
δαμασκῷ,pendiente,
δανίζετε,pendiente,
δανίζουσιν,pendiente,
δανίσασθαι,pendiente,
δανίσητε,pendiente,
δανιστῇ,pendiente,
δανιὴλ,pendiente,
δαπάνην,pendiente,
δαπάνησον,pendiente,
δαπανήσαντος,pendiente,
δαπανήσασα,pendiente,
δαπανήσητε,pendiente,
δαπανήσω,pendiente,
δαρήσεσθε,pendiente,
δαρήσεται,pendiente,
δαυίδ,pendiente,
δαυὶδ,pendiente,
δεήθητε,pendiente,
δεήθητι,pendiente,
δεήσει,pendiente,
δεήσεις,pendiente,
δεήσεσίν,pendiente,
δεήσεσιν,pendiente,
δεήσεως,pendiente,
δείκνυμι,pendiente,
δείκνυσιν,pendiente,
δείξατέ,pendiente,
δείξει,pendiente,
δείξω,pendiente,
δείπνοις,pendiente,
δείπνου,pendiente,
δείπνῳ,pendiente,
δείραντες,pendiente,
δεδάμασται,pendiente,
δεδέσθαι,pendiente,
δεδεκάτωκεν,pendiente,
δεδεκάτωται,pendiente,
δεδεκώς,pendiente,
δεδεμένα,pendiente,
δεδεμένην,pendiente,
δεδεμένον,pendiente,
δεδεμένος,pendiente,
δεδεμένους,pendiente,
δεδικαίωμαι,pendiente,
δεδικαίωται,pendiente,
δεδικαιωμένος,pendiente,
δεδιωγμένοι,pendiente,
δεδοκιμάσμεθα,pendiente,
δεδομένην,pendiente,
δεδομένον,pendiente,
δεδοξασμένον,pendiente,
δεδοξασμένῃ,pendiente,
δεδουλεύκαμεν,pendiente,
δεδουλωμένας,pendiente,
δεδουλωμένοι,pendiente,
δεδούλωται,pendiente,
δεδωρημένης,pendiente,
δεδόξασμαι,pendiente,
δεδόξασται,pendiente,
δεδώκει,pendiente,
δεδώκεισαν,pendiente,
δεδώρηται,pendiente,
δεηθέντων,pendiente,
δεθῆναι,pendiente,
δειγματίσαι,pendiente,
δεικνύειν,pendiente,
δεικνύεις,pendiente,
δεικνύοντός,pendiente,
δειλίας,pendiente,
δειλιάτω,pendiente,
δειλοί,pendiente,
δειλοῖς,pendiente,
δεινῶς,pendiente,
δειξάτω,pendiente,
δειπνήσω,pendiente,
δειπνῆσαι,pendiente,
δεισιδαιμονίας,pendiente,
δεισιδαιμονεστέρους,pendiente,
δειχθέντα,pendiente,
δεκάτας,pendiente,
δεκάτη,pendiente,
δεκάτην,pendiente,
δεκαοκτὼ,pendiente,
δεκαπέντε,pendiente,
δεκαπόλει,pendiente,
δεκαπόλεως,pendiente,
δεκατέσσαρες,pendiente,
δεκατεσσάρων,pendiente,
δεκτήν,pendiente,
δεκτόν,pendiente,
δεκτός,pendiente,
δεκτὸς,pendiente,
δεκτῷ,pendiente,
δελεάζοντες,pendiente,
δελεάζουσιν,pendiente,
δελεαζόμενος,pendiente,
δεξάμενοι,pendiente,
δεξάμενος,pendiente,
δεξαμένη,pendiente,
δεξιά,pendiente,
δεξιολάβους,pendiente,
δεξιοῖς,pendiente,
δεξιόν,pendiente,
δεξιὰ,pendiente,
δεξιὰν,pendiente,
δεξιὰς,pendiente,
δεξιὸν,pendiente,
δεξιὸς,pendiente,
δεξιᾶς,pendiente,
δεξιᾷ,pendiente,
δεξιῶν,pendiente,
δερβαῖος,pendiente,
δερματίνην,pendiente,
δεσμίοις,pendiente,
δεσμίους,pendiente,
δεσμίων,pendiente,
δεσμεύουσιν,pendiente,
δεσμεύων,pendiente,
δεσμοφύλακι,pendiente,
δεσμοφύλαξ,pendiente,
δεσμούς,pendiente,
δεσμοῖς,pendiente,
δεσμοῦ,pendiente,
δεσμωτήριον,pendiente,
δεσμωτηρίου,pendiente,
δεσμωτηρίῳ,pendiente,
δεσμώτας,pendiente,
δεσμὰ,pendiente,
δεσμὸς,pendiente,
δεσμῶν,pendiente,
δεσπόταις,pendiente,
δεσπότας,pendiente,
δεσπότην,pendiente,
δεσπότης,pendiente,
δεσπότῃ,pendiente,
δευτέρα,pendiente,
δευτέραν,pendiente,
δευτέρας,pendiente,
δευτέρου,pendiente,
δευτέρᾳ,pendiente,
δευτέρῳ,pendiente,
δευτεραῖοι,pendiente,
δεχόμενος,pendiente,
δεόμεθα,pendiente,
δεόμενοι,pendiente,
δεόμενος,pendiente,
δεύτερον,pendiente,
δεύτερος,pendiente,
δεύτερός,pendiente,
δεῖ,pendiente,
δεῖγμα,pendiente,
δεῖν,pendiente,
δεῖνα,pendiente,
δεῖξαι,pendiente,
δεῖξον,pendiente,
δεῖξόν,pendiente,
δεῖπνον,pendiente,
δεῦρο,pendiente,
δεῦτε,pendiente,
δηλοῖ,pendiente,
δηλοῦντος,pendiente,
δηλώσας,pendiente,
δηλώσει,pendiente,
δημήτριος,pendiente,
δημητρίῳ,pendiente,
δημιουργὸς,pendiente,
δημοσίᾳ,pendiente,
δημᾶς,pendiente,
δηνάρια,pendiente,
δηνάριον,pendiente,
δηναρίου,pendiente,
δηναρίων,pendiente,
δι,pendiente,
διά,pendiente,
διάβολοι,pendiente,
διάβολον,pendiente,
διάβολος,pendiente,
διάβολός,pendiente,
διάγγελλε,pendiente,
διάγνωσιν,pendiente,
διάγοντες,pendiente,
διάγωμεν,pendiente,
διάδος,pendiente,
διάδοχον,pendiente,
διάκονοι,pendiente,
διάκονον,pendiente,
διάκονος,pendiente,
διάκονός,pendiente,
διάκρισιν,pendiente,
διάνοιαν,pendiente,
διάστημα,pendiente,
διάταγμα,pendiente,
διάφορα,pendiente,
διέβησαν,pendiente,
διέβλεψεν,pendiente,
διέδωκεν,pendiente,
διέζωσεν,pendiente,
διέθετο,pendiente,
διέθετό,pendiente,
διέκρινεν,pendiente,
διέλθω,pendiente,
διέλθωμεν,pendiente,
διέλιπεν,pendiente,
διέμενεν,pendiente,
διέρρηξεν,pendiente,
διέρχεσθαι,pendiente,
διέρχεται,pendiente,
διέρχομαι,pendiente,
διέρχωμαι,pendiente,
διέστη,pendiente,
διέταξα,pendiente,
διέταξεν,pendiente,
διέτριβεν,pendiente,
διέτριβον,pendiente,
διέτριψαν,pendiente,
διήγειραν,pendiente,
διήγησιν,pendiente,
διήνοιγεν,pendiente,
διήνοιξεν,pendiente,
διήρχετο,pendiente,
διήρχοντο,pendiente,
διαβεβαιοῦνται,pendiente,
διαβεβαιοῦσθαι,pendiente,
διαβλέψεις,pendiente,
διαβόλου,pendiente,
διαβόλους,pendiente,
διαβόλῳ,pendiente,
διαβὰς,pendiente,
διαβῆναι,pendiente,
διαγγέλλων,pendiente,
διαγγελῇ,pendiente,
διαγενομένου,pendiente,
διαγενομένων,pendiente,
διαγινώσκειν,pendiente,
διαγνώσομαι,pendiente,
διαγρηγορήσαντες,pendiente,
διαδήματα,pendiente,
διαδίδωσιν,pendiente,
διαδεξάμενοι,pendiente,
διαθέμενος,pendiente,
διαθήκη,pendiente,
διαθήκην,pendiente,
διαθήκης,pendiente,
διαθήκῃ,pendiente,
διαθήσομαι,pendiente,
διαθεμένου,pendiente,
διαθηκῶν,pendiente,
διαθῆκαι,pendiente,
διαιρέσεις,pendiente,
διαιροῦν,pendiente,
διακαθαριεῖ,pendiente,
διακαθᾶραι,pendiente,
διακατηλέγχετο,pendiente,
διακονήσαντες,pendiente,
διακονήσει,pendiente,
διακονία,pendiente,
διακονίαν,pendiente,
διακονίας,pendiente,
διακονίᾳ,pendiente,
διακονείτωσαν,pendiente,
διακονεῖ,pendiente,
διακονεῖν,pendiente,
διακονηθεῖσα,pendiente,
διακονηθῆναι,pendiente,
διακονιῶν,pendiente,
διακονουμένῃ,pendiente,
διακονούντων,pendiente,
διακονοῦντες,pendiente,
διακονοῦσαι,pendiente,
διακονῆσαι,pendiente,
διακονῇ,pendiente,
διακονῶν,pendiente,
διακοσίας,pendiente,
διακοσίους,pendiente,
διακοσίων,pendiente,
διακούσομαί,pendiente,
διακρίναντα,pendiente,
διακρίνει,pendiente,
διακρίνειν,pendiente,
διακρίνων,pendiente,
διακρίσεις,pendiente,
διακριθῆτε,pendiente,
διακριθῇ,pendiente,
διακρινέτωσαν,pendiente,
διακρινομένους,pendiente,
διακρινόμενος,pendiente,
διακρῖναι,pendiente,
διακόνει,pendiente,
διακόνοις,pendiente,
διακόνους,pendiente,
διακόσιαι,pendiente,
διαλέγεται,pendiente,
διαλέκτῳ,pendiente,
διαλεγομένου,pendiente,
διαλεγόμενον,pendiente,
διαλεγόμενος,pendiente,
διαλλάγηθι,pendiente,
διαλογίζεσθαι,pendiente,
διαλογίζεσθε,pendiente,
διαλογίζονται,pendiente,
διαλογιζομένων,pendiente,
διαλογιζόμενοι,pendiente,
διαλογισμοί,pendiente,
διαλογισμοὶ,pendiente,
διαλογισμοὺς,pendiente,
διαλογισμοῖς,pendiente,
διαλογισμοῦ,pendiente,
διαλογισμὸν,pendiente,
διαλογισμὸς,pendiente,
διαλογισμῶν,pendiente,
διαμένει,pendiente,
διαμένεις,pendiente,
διαμαρτυράμενοι,pendiente,
διαμαρτυρόμενος,pendiente,
διαμαρτύρασθαι,pendiente,
διαμαρτύρεταί,pendiente,
διαμαρτύρηται,pendiente,
διαμαρτύρομαι,pendiente,
διαμείνῃ,pendiente,
διαμεμενηκότες,pendiente,
διαμεμερισμένοι,pendiente,
διαμερίζονται,pendiente,
διαμερίσατε,pendiente,
διαμεριζόμεναι,pendiente,
διαμεριζόμενοι,pendiente,
διαμερισθήσονται,pendiente,
διαμερισθεῖσα,pendiente,
διαμερισμόν,pendiente,
διανεμηθῇ,pendiente,
διανεύων,pendiente,
διανοήματα,pendiente,
διανοίας,pendiente,
διανοίγων,pendiente,
διανοίχθητι,pendiente,
διανοίᾳ,pendiente,
διανοιῶν,pendiente,
διανοῖγον,pendiente,
διανυκτερεύων,pendiente,
διανύσαντες,pendiente,
